level 1	level 2	level 3
There is a new statue in a city in Russia. It is a statue of Lenin. People make it from cardboard . The statue is 2 metres tall. It is in the style of Minecraft. Minecraft is a popular video game. Local communists are outraged by the statue. They say that it is very disrespectful . They want the statue down. The creator of the statue is surprised by the reaction. He says that the statue is cardboard. It will be down before winter.	A new cardboard statue of Lenin is causing controversy in a city in Russia. The statue is 2 metres tall and the popular video game Minecraft inspired it. Local communists are outraged . They say that the statue is blasphemy and they want the statue destroyed. The creator of the Minecraft Lenin was not expecting a reaction like this. He did not know that politicians cared about art so much. Since the statue is made of cardboard, it will be down before winter.	In the Siberian city of Krasnoyarsk, a new 2-metre-tall cardboard statue of Lenin is causing controversy. The video game Minecraft inspired the statue. The portrayal of the most famous Bolshevik caused outrage from local communists, who have labelled the statue as blasphemy and have called for its destruction. Aleksander Zakirov, the creator of the Minecraft Lenin, said that the call for the destruction of the statue and his punishment was a shocking reaction, which he was not expecting. He would not have ever thought that politicians would care about an art object so much, adding that the statue is just a cardboard monument, not a real one, which will anyhow be dismantled before winter.
A Russian couple builds a pyramid. The pyramid is a copy of the biggest pyramid in the world. The biggest pyramid is in Giza, Egypt. The couple builds their pyramid in the garden. They study the pyramid in Egypt for two years. They want to know every detail . The copy must be correct and true. Their pyramid is 19 times smaller than the original pyramid. However, it is still very big. Its sizes are more than 42 feet long. Its tower is almost 30 feet high. Many people come to see the pyramid. They want to see how it looks. Some people like to do spiritual activities in the pyramid.	A Russian couple built a copy of the Great Pyramid in Giza, Egypt. They built the pyramid in the garden behind their summer home near St. Petersburg. Andrey and Viktoria Vakhrusheva used concrete  blocks to build a pyramid that is 19 times smaller that the original pyramid in Egypt. The pyramid is smaller; however, it is still very big. Its sizes are more than 42 feet long and its tower is 29.5 feet high. The couple studied the original pyramid very carefully, and it took them two years to plan the building. Currently, many people come to visit the pyramid. Some people take part in spiritual activities, and some people are only interested in the building itself.	A Russian couple built a replica of the Great Pyramid in Giza, Egypt in their garden. The structure is made from modern concrete blocks, and it is 19 times smaller than the original in Egypt. However, it is still impressive in size, with each size measuring more than 42 feet in length, and its tower reaching 29.5 feet above the ground. The couple spent two years studying the design, and in June 2019, they began construction behind their summer residence. The pyramid is located in a small village approximately 7 miles outside St. Petersburg. People come to visit the structure, both for spiritual practices and out of curiosity .
Dollar Tree is a discount store. It sells things at around $1.00. It also sells medicines and drugs. A US government organization is not happy with Dollar Tree. The organization says that some of Dollar Tree’s drugs can be unsafe. It says that the drug makers do not follow safety laws . The organization says that Dollar Tree recently gets impure drugs. These drugs can be dangerous. However, Dollar Tree says that it wants to keep its customers safe. It says that it tests its products. The organization says that Dollar Tree needs to make changes. It needs new plans to know if its products are safe.	Dollar Tree is a discount store that sells products at around $1.00. This includes things like medicines and drugs. A US government organization said that some of these drugs’ manufacturers did not follow safety laws to make these drugs. The organization said that Dollar Tree recently received impure drugs from foreign manufacturers, and the drugs can be dangerous. The organization also said that Dollar Tree is selling drugs from manufacturers that have safety record problems. Dollar Tree said that it wants to keep its customers safe, and it tests its products. The organization said that Dollar Tree needs a new plan to check for safety.	Dollar Tree is a discount store that sells products at around $1.00, including medicines and drugs. The US Food and Drug Administration (FDA) said that some of these over-the-counter drugs were not made according to safety laws. The FDA said that it found that Dollar Tree recently received “ adulterated drugs” from foreign product makers, and the drugs may be unsafe. These are drugs with the name “Assured Brand.” The FDA said that Dollar Tree is selling drugs from product makers that have safety violations against them. These are for reasons such as they did not test their raw products or their finished drugs. Dollar Tree responded that it wants to keep its customers safe, and it does test products that come from other places. The FDA told Dollar Tree that it needs to start a new system to ensure safety.
This news is from Iran. Akbar Rafsanjani is the Iranian President. He is the president from 1989 to 1997. This week, he dies. He has a heart attack . He is 82 years old. There is a funeral . It happens at Tehran University. Many people come to the funeral. Iran goes into mourning . The mourning is three days long.	Akbar Hashemi Rafsanjani was the President of Iran from 1989 to 1997. This week, he suffered a heart attack. He died at the age of 82. The funeral hapepned at Tehran University. Tens of thousands of people came to the funeral. Iran went into three days of official mourning .	Akbar Hashemi Rafsanjani, the former Iranian president, suffered a heart attack and died at the age of 82. Tens of thousands gathered at Tehran University to attend the funeral and mourn the man, who was their president from 1989 to 1997. Iran has undergone three days of official mourning. Rafsanjani was buried next to Iranian revolutionary leader Ayatollah Khomeini.
Dracula wants to know which of his bats is the best. They have to show him how much blood they can drink. The bat which drinks more blood than others is the winner. The first bat goes and comes back after 10 minutes. Its mouth is full of blood. Dracula says, “Nice, how did you do it?” The bat says, “Do you see that tower? Behind it there is a house. I went inside and drank the blood of all the family.” Dracula says, “Very good”. The second bat goes and comes back after 5 minutes. There is blood on all his face. Dracula is shocked, “How did you do that?” The bat says, “Do you see that tower? Behind it there is a hotel. I went inside and drank the blood of all the guests.” Dracula says, “Fantastic”. Now the third bat goes and comes back after 1 minute. There is blood on all his body. Dracula doesn’t believe his eyes, “How did you do that?” The bat says, “Do you see that tower?” Dracula says, “Yes”. And the bat says, “I didn’t see it”.  www.jokesinlevels.com Free jokes for students of English organised into three levels of difficulty.	Dracula wants to know which bat is the best. They must show him how much blood they can drink. The bat which drinks a lot of blood is the best. The first bat goes and comes back after 10 minutes. Its mouth is full of blood. Dracula says, “Nice, how did you do it?” The bat says, “Do you see that tower? There is a house under the tower. I went inside and I drank the blood of all the family.” Dracula says, “Very good”. The second bat goes and comes after 5 minutes. There is blood on all his face. Dracula says, “How did you do it?” The bat says, “Do you see that tower? There is a hotel under the tower. I went inside and drank the blood of all the people there.” Dracula says, “Fantastic”. Now the third bat goes and comes back after 1 minute. There is blood on all his body. Dracula doesn’t believe his eyes, “How did you do it?” The bat says, “Do you see that tower?” Dracula says, “Yes”. And the bat says, “I didn’t see it”.  www.jokesinlevels.com Free jokes for students of English organised into three levels of difficulty.	Dracula decides to have a competition to see which of his bats is the best. So, all the bats take part in this competition. The rules are simple. The bat which sucks more blood than the others is the winner. The first bat goes and comes back after 10 minutes. Its mouth is full of blood. Dracula says, “Congratulations, how did you do it?” The bat says, “Do you see that tower? Behind it there is a house. I went in and sucked the blood of all the family.” Dracula says, “Very good”. The second bat goes and comes back after 5 minutes. Its face is covered in blood. Dracula is shocked, “How did you do that?” The bat replies, “Do you see that tower? Behind it there is a hotel. I went in and sucked the blood of all the guests.” Dracula says, “Fantastic”. Now, the third bat goes and comes after just 1 minute. All of its body is covered in blood. Dracula doesn’t believe his eyes, “How did you do that?” The bat replies, “Do you see that tower?” Dracula replies, “Yes”. And the bat says, “Well, I didn’t”.  www.jokesinlevels.com Free jokes for students of English organised into three levels of difficulty.
This happens in Colombia. A soldier activates a grenade launcher . He does this by accident. A grenade flies outside the grenade launcher. It hits a man. It hits him in the face. It gets  stuck inside. It does not explode. The man goes to hospital. The hospital is in Bogota. He cannot fly in a helicopter. That is dangerous. The grenade can explode. He travels in an ambulance. It takes eight hours. Doctors cannot operate on him inside the hospital. The grenade can still explode. They operate on him outside. The operation is successful . The soldier is fine.	An incident occurred in Colombia. A soldier accidentally activated a grenade launcher and threw a 40-millimetre grenade into another soldier’s face. The grenade was stuck inside the soldier’s face. A helicopter could not move the soldier because the grenade could explode, so an ambulance transferred him in an eight-hour ride to Bogota. Doctors operated on him outside of hospital for safety, too. The unusual operation was a success and the soldier is going to be fine.	A soldier is lucky to be alive after a 40-millimetre grenade accidentally fired from a grenade launcher and embedded itself in his face. The terrible accident happened in Colombia and surgeons had to be especially careful with the operation. The soldier could not be moved to hospital by helicopter due to the risk of the explosive detonating , so an ambulance transferred him in an eight-hour ride to Bogota. The team of doctors had to improvise and operate outside the hospital to minimise impact on the building in case the grenade exploded. Luckily, the operation was a success and the soldier could reintegrate into his military unit and his family to make a full recovery.
This news is from the Sentinelese island. It is between India and Myanmar. It is isolated . The people there are the Sentinelese. They are isolated.  This makes them afraid of outsiders. They are aggressive . Also, they are not used to our sicknesses. An outsider can make them sick easily. This is why people cannot simply visit this island. India controls this. However, an American tourist goes there. The Sentinelese kill him.	An American tourist died on an island between India and Myanmar. The Sentinelese tribes people who live there are known to be hostile to outsiders. India controls the territory of the island. An Indian anthropology professor talked about the tribe: they shoot arrows, and they throw spears if somebody gets too close. Common sicknesses can make them sick or kill them, so people cannot visit this island easily.	Sentinelese tribes people killed American tourist John Allen Chau after he visited them. They live on the isolated Sentinel Island in the Bay of Bengal between India and Myanmar. India controls the territory and an Indian anthropology professor said that the tourist would have known if he had talked to other people that this tribe was aggressive. They shoot arrows and throw spears and getting too close to them is dangerous. The tribe is hostile to outsiders and is not immune to common infections like the flu , which is why Indian law restricts access to the island.
China and Australia do not have a good relationship right now. The problems start in 2018. Australia does not want the Chinese company Huawei to work on the 5G  network . Australia says that Huawei´s technology is not safe for the country. China gets angry. Australia wants to find out where the coronavirus comes from. It makes China angry again. Huawei gives money to Australian rugby. But now, the company wants to stop. China wants to make Australia sign a deal about 5G. China stops business of some Australian products. These products are, for example, meat and wine. But it does not seem to work. The trade war between China and Australia continues.	In 2018, Australia decided that the Chinese company Huawei would not provide equipment for the 5G network. Australia said that the reason was national security . This year, Australia said that it was necessary to investigate where the coronavirus came from. This made China very angry. Last month, Huawei announced that it would not give money to an Australian rugby team. Also, China stopped the imports of some Australian products, for example, meat and wine. China is trying to push Australia to make the 5G deal. But there is one thing that China is careful about. The country must not stop supplies of iron because Chinese industry depends on it.	In 2018, Australia banned the Chinese company Huawei from supplying equipment for the 5G mobile network. Australia said that the reason had been national security risks, which was criticized by Huawei as being politically motivated . China continues to put pressure on Australia because of Australia´s refusal to install Huawei´s 5G network. Last month, Huawei said that it would end its sponsorship of an Australian rugby league club, and relations between Australia and China have tightened this year after Australia called for independent international investigation into the source of the coronavirus pandemic. China was angered by the move and the country blocked imports of several Australian products, for example beef, wine, barley , and lobster. However, China is careful not to disrupt supplies of iron ore which the country desperately needs for its steel industry.
Three men are in prison. This prison is in China. They want to escape . One of them kills a guard . The other two help him. The three men take police uniforms. They walk out of the prison. Police found two of the men. One is still free.	Three inmates escaped from a detention centre in China. A camera captured a shocking moment. It showed how one of the men killed a guard. The other two assisted him. The three men then walked out of the centre. They wore police uniforms. Police captured two of them, but the third one is still free.	This shocking CCTV footage captures the moment three fugitives break out of a detention centre after reportedly killing a guard in China. The three men, identified as Wang Damin, Gao Yulun and Li Haiwei, walked out wearing police uniforms at around 4:40 a.m. on Tuesday. The footage appears to show one of the inmates  strangling the guard with his arm, as the other two inmates assist him. The trio then walked out of the detention centre one by one. Two of the three escapees have since been captured, but Yulun is still at large . The three fugitives, one of whom had been sentenced to death, were unarmed at the time of the breakout. The other two are waiting to be convicted on charges of intentional injury and homicide .
The Tiber is a river in Rome. A man walks across it. He walks on a tightrope . He is a tightrope artist. The tightrope is 135 metres long. It is 20 metres above the river. The man sets a new Italian record. His tightrope walk is the longest and highest. He says that this walk was difficult. There was wind and rain. There were many lights too.	An Italian tightrope artist crossed the Tiber river in Rome. He became the first person to do this. He went across a 135-metre-long wire which was 20 metres above the water. The artist now holds the record in Italy for the longest and highest tightrope walk. He said that the walk was difficult because of the wind, rain, and many light reflections on the water. He had to focus on one spot and keep moving.	An Italian tightrope artist became the first person to high-wire across the Tiber river in Rome, travelling 135 metres over a 20-metre drop. Andrea Loreni, the artist, holds the record in Italy for the longest and highest tightrope walk. The artist said that it was difficult because of external factors like the wind, the rain and the LED light reflections on the water – there was so much input that it risked creating confusion. He coped by choosing one spot and focusing on it. Nervous onlookers let out a sigh of relief when Loreni made it through the wind and rain to the other end.
The swine flu is a disease . Around 13,000 people in India have this disease. Seven hundred and seventy-four people are dead. The Indian government tries to help its people. The government gives hospitals medical supplies . There is also a campaign on TV and on the radio. It tells people what to do.	There was an outbreak of swine flu in December in India. The government there is trying to control the epidemic, but 774 people died and almost 13,000 people are sick. This outbreak is not the first one. There was an outbreak just five years ago in India – the disease killed 2,700 people. Now, the Indian government has made sure that hospitals have everything that they need. A campaign on TV and radio is also helping – it tells people what to do to stay healthy.	A swine flu  outbreak in India has killed 774 people, as the government struggles to control the epidemic . According to the health authorities, the number of cases has increased to 12,963 since the flu broke out in December, with the Indian capital New Delhi reporting nine deaths. The outbreak of the N1H1 virus has been the worst in five years, with the states of Gujarat and Rajasthan being the worst affected . Following criticism the government received for its failure in the distribution of medicine, health authorities have made efforts to ensure public hospitals across the country have adequate medical supplies and could provide free medical service for all patients. Health authorities have also launched a campaign over television and radio to tell people about precautions they should take to avoid the deadly flu which claimed 2,700 lives in an outbreak just five years ago.
Lake Baikal is in Siberia in Russia. It is the deepest lake in the world. Every year, there is a race . People race across the lake. The route is 205 kilometres long. It is very difficult. It is –20°C. You must travel 80 kilometres a day or more. Only 2/3 of people finish the course . People can ski, skate, or ride a bike.	Lake Baikal is located in Siberia in Russia and it is the deepest lake in the world. Every year, there is a three-day race across it, which attracts people from all over the world. Participants use skis, ice skates or bikes. The route is 205 kilometres long, and the organiser said that people should travel at least 80 kilometres a day. Temperatures dropped to –20°C and only two thirds of the competitors finished the course . Locals won the bike and ice skating races.	Russia’s Lake Baikal, the world’s deepest lake in Siberia, is home to the annual three-day ice-on race which attracts competitors from all over the world. Participants used skis, ice skates and bikes to make it to the other side of one of the oldest lakes in the world. With the route being 205 kilometres long, the organiser said that those competing should be able to cover at least 80 kilometres a day. Temperatures dropped to as low as –20°C, and only two thirds of the entrants managed to finish the gruelling course. Locals won the bike and ice skating races.
Anorexia is a disease . A person with anorexia does not eat. A person with anorexia is too thin. There are 40,000 people with anorexia in France. Ninety per cent of them are women. Anorexia is a problem. The French government wants to change this situation. The government makes a new law . This law is about fashion models. They must not be too thin. They must see a doctor. The doctor says if the fashion model is OK. There are websites about anorexia on the Internet. Some websites like anorexia. They say that it is OK. These websites are called “Pro-ana”. The French government wants to stop Pro-ana websites.	Around 40,000 people in France suffer from anorexia which is a disease which makes people stop eating. Nine out of ten of them are women. The French government is trying to fight anorexia – the French Parliament passed a bill . It says in the bill, that a fashion model must see a doctor who says if the model is too thin or healthy. If a modelling agency hires an unhealthy model, the government can fine it up to 75,000 euros. There are websites on the Internet that write about anorexia and tell people that it is OK. These websites are called “Pro-ana” websites. The French government wants to stop these websites.	France’s lower house of parliament has passed a measure banning excessively thin fashion models and exposing the modelling agencies and fashion houses that hire them to possible fines and even jail. The controversial bill was widely debated in the world’s fashion capital with those against it, including the National Union of Modelling Agencies, arguing it would give foreign models an advantage in the industry. Socialist MP Olivier Véran, who spearheaded the bil,l said new measures would require models to undergo a full medical assessment proving they’re not undernourished before being hired. “In the bill, I suggest that from now on, a model has to go through a medical visit before she’s hired which would evaluate the Body Mass Index, and this index is used by the World Health Organisation to determine if someone is undernourished or even in a state of famine . I also suggest that the medical certificate for workability cannot be delivered to people who are undernourished and who therefore are putting their life and health in danger.” Agencies found to employ models considered too thin could face a fine of up to 75,000 euros (that’s 55,000 pounds) and six months in prison. The measure is part of a wider crackdown on anorexia backed by President Francois Hollande’s government. A similar amendment aimed at so-called Pro-ana websites has also been approved under which people found guilty of inciting others too extreme thinness could face a year in prison and a ten-thousand-euro fine. According to the health ministry, an estimated 40,000 people suffer from anorexia in France. Nine out of ten of them women.
Last week, a student shoots other students. This is at a high school in California, USA. The school has a safety plan . It is possible that the safety plan helps people right away. The school writes the safety plan in 2018. The school works with the police in 2019. People at the school learn what to do before bad things happen. They practice lockdown drills . They learn how to stop blood loss . The safety plan also asks for professionals to help. The professionals help people with their thoughts after bad events. Professionals are working with the school now.	Last week, a student shot other students at a high school in California, USA, and the school had a detailed safety plan. The plan may have helped the victims immediately. The school created the 245-page safety plan in 2018. It extended a safety contract with the police in 2019. People at the school were also trained in lockdown drills and how to stop blood loss. Additionally, the safety plan required mental health counselors . Counselors are currently working with the school.	Last week, a school shooting happened at Saugus High School in California, USA, and the school had a detailed safety plan which may have helped the victims immediately. The school developed the 245-page safety plan in 2018, and the school extended a safety contract with the police in 2019. People at the school were also trained in lockdown drills and the use of Stop the Bleed kits . Stop the Bleed is a national initiative to train ordinary people to help with bleeding emergencies before professionals arrive. The safety plan also covered mental health counselors. Counselors are currently working with the school.
Here is some news from Spain. The famous bull run  takes place in a town. Bulls chase people in the streets. People from Spain are not alone at this festival. People from other countries come, too. However, all is not well. A bull hits two people. One man is American. The other man is from Great Britain. The man from Britain is in hospital. His condition is serious . Bulls are not the only danger. You must watch out for the people, too. You must step and jump over them.	The famous bull run took place in a Spanish town. Bulls chased hundreds of runners in the narrow streets. Locals, as well as visitors from around the world, attend this festival. However, all wasn’t well. A bull gored one American man and one British man. The Briton is in hospital. His condition is critical . The bulls aren’t the only danger. You have to watch out for them and the other people. You must step and jump over them.	The world famous bull run in Pamplona entered its third day today. The event sees hundreds of runners being chased by a pack of around a dozen bulls through the tight, winding streets of Pamplona, but all wasn’t well today as two men were gored . One, an American, and the second a British man, who remains critical in hospital. Despite the injuries, the festival continues, attended by the usual mix of locals and thrill seekers from around the world. “I got out on the street and then we just started running, and then I looked behind me and there were a couple more bulls so we just ran all the way into the plaza. It was a rush .” Whilst bull runs like this occur in many countries around the world, the bulls aren’t the only danger. “You have to watch out for the bulls, but the people, too. You got to step over them and jump over them. It was awesome though. Definitely one of the coolest things I’ve ever done.”
Indonesia is the 5th biggest producer of tobacco. Children younger than 15 must not work in Indonesia. It is illegal. However, around 1.5 children work in agriculture . Thousands work on tobacco plantations . Many have “green tobacco sickness”. They get weak . They get headaches. They cannot go to school. They help their families make money. They make only one dollar a day. Human rights groups are trying to change this. They talk to big Indonesian tobacco companies.	Indonesia is the 5th biggest producer of tobacco. Hiring children under 15 years of age in Indonesia is illegal but around 1.5 million children work in Indonesia’s agriculture . Thousands of them work on rubber, palm oil, and tobacco plantations . Many of them suffer from “green tobacco sickness” – they get headaches, get dizzy and sick. They skip school to help their families make money, but they make only one dollar a day. Human rights groups are trying to change things. They ask the biggest companies in Indonesia to educate the families about the dangers.	People estimate that more than 1.5 million children in Indonesia work in the agricultural sector – mainly in tobacco, rubber and palm oil plantations. Those who work on tobacco farms plant it, apply pesticides , harvest , bundle and dry the leaves,  and do all of this mostly with bare hands. The working conditions are hazardous and the children suffer from ‘green tobacco sickness’ – an acute nicotine poisoning. Some of the symptoms they commonly experience are nausea , headaches and dizzy spells . In Indonesia, hiring children under 15 years of age is illegal, but traders or companies do not directly hire the children. They skip school or drop out altogether in order to help their families make a living. One day’s work earns them an equivalent of a dollar a day. The firms who buy the tobacco never question the process behind the production, which is what groups like Human Rights Watch are trying to change. They reached out to some of the biggest companies operating in Indonesia, asking them to educate the families about the dangers of this work. Indonesia is one of a few countries that have not signed the World Health Organization’s Framework Convention on Tobacco Control – a global public health treaty aimed at protecting the population from the consequences of tobacco consumption and exposure to tobacco smoke.
Heavy rains are causing floods in Kerala, India. They kill more than 29 people. They destroy homes. Over 15,000 people must live in camps. The situation looks bad. More heavy rain is coming.	Monsoon rains caused major floods in Kerala, India and left more than 29 people dead. The floods destroyed homes, and over 15,000 people are left in relief camps . More heavy rain is coming, so the situation is not looking good.	As monsoon rains caused major floods and are wreaking havoc , more than 29 people have died in Kerala, India. The rain destroyed homes, leaving over 15,000 people in relief camps. People described the situation as ‘very grim’, as more heavy rain is on the way. Difficult words wreak havoc (cause a lot of damage). You can watch the video news lower on this page.
A company called PG&E gives gas and electricity to people in California. In 2017 and 2018 this company accidentally makes big wildfires in California. It is a big problem for local people and for PG&E, too. PG&E loses a lot of money. Now, over 170,000 people want some money back. This is very difficult. They have very little time. They must ask before next Monday. Lawyers want to help them. They want more time. Lawyers say that some people do not understand the situation. They do not know what to do. Some people do not think that they can get some money back.	A company called PG&E gives gas and electricity to people in California. In 2017 and 2018, its equipment accidentally makes wildfires start. It is a big disaster for people in California. PG&E have money problems after the fires. Thousands of people want some money as compensation . About 100,000 people can get some money, but about 70,000 people must still officially ask for compensation. The problem is that they have to do this before next Monday. Lawyers want to postpone the date. Lawyers also say that many people do not understand the process. Some people do not believe that they can get some money.	In 2017 and 2018, terrible wildfires hit California. The company PG&E provides gas and electricity to an area in California, and it has had financial troubles since the fires. Many victims of the fires claimed damage accidentally caused by PG&E equipment. About 100,000 victims are eligible for money, but about 70,000 victims still have not filed for the money. They have little time to do this because the deadline is next Monday. Lawyers say that some victims did not understand the process or they thought they needed an attorney . Some people believed that they could not file a claim because they already got insurance money.
Sri Lanka is famous for its precious stones. A man finds a blue sapphire there. It is 1404.49 carats heavy. It can sell for up to 175 million dollars at auction. A Sri Lankan businessman now owns the sapphire. The sapphire has a name. People call it the “Sapphire the Star of Adam”. It is named after a Muslim belief .	Sri Lanka is famous for its precious stones, and a person recently discovered the world’s largest blue star sapphire there. The sapphire weighs 1404.49 carats, and it could sell for up to 175 million dollars at auction. The owner is a Sri Lankan businessman. The sapphire’s name is Sapphire the Star of Adam after a Muslim belief that God sent Adam  from the Garden of Eden and he arrived in Sri Lanka. His tears turned into precious stones.	Sri Lanka is famous for its precious stones, and the biggest blue star sapphire yet has been found recently. It weighs an incredible 1404.49 carats (281 grams) and the current owner, who remained anonymous for safety reasons, claims that it could sell for up to 175 million dollars at auction. The gem’s name is Sapphire the Star of Adam, after a Muslim belief that Adam came from the Garden of Eden and arrived in Sri Lanka, where the tears that he shed while seeking God’s forgiveness turned into gems.
Police stop cars on a busy road in Moscow, Russia. The police want to help ducks. The ducks try to cross the road. There are two ducks and 12 ducklings . Other people help the police. They guide the ducks across the road. Drivers must wait. The ducks get to the other side of the road. They walk to a park. Ducks and swans live in ponds and lakes. People like to feed the ducks with bread. However, bread is not good for ducks. Ducks and swans want food from people. Due to this, ducks and swans cannot find food themselves. It is a problem. Many people must stay at home because of the coronavirus. Ducks and swans are very hungry.	A police car stopped traffic on a busy street in Moscow, Russia. A family of ducks wanted to cross the street, and the police helped them. People who were walking past assisted the police. They guided the couple and their 12 ducklings to the other side of the road. The ducks walked safely to a nearby park. Wildlife such as ducks and swans live in ponds and lakes of big cities. People often feed them, and due to this, many ducks and swans cannot find any food themselves. They need people to get food; however, many people must stay at home now. Ducks and swans are starving , and some of them could die.	A Russian police car helped a family of ducks cross a busy street in Moscow. Passersby also assisted in stopping the traffic and guiding the couple and their 12 ducklings to safety. All drivers waited patiently for the ducks to waddle across the street. The ducks made it to the other side of the road and then to their destination, a nearby park. Wildlife such as ducks and swans live in ponds and lakes, and they usually rely on feeding by the public. Currently, they are being left to go hungry because of the coronavirus lockdown, and some of them are at risk of starvation .
A famous British royal couple is Kate and William. They have two children. Kate has them at St Mary’s Hospital in London. Many reporters cover the news. Now, they have some more news. Kate is pregnant again. William and she will have three children. They do not tell people the due date .	Kate and William, the famous British royal couple, are expecting their third child. They have not yet announced the due date . Catherine, Duchess of Cambridge, gave two births at St Mary’s Hospital in London. Many reporters were there covering the news. We can expect worldwide coverage of her third birth, too.	Kate and William, the famous British royal couple, announced that they are expecting their third child. In accordance with royal protocol, they have not yet announced the due date . Catherine, Duchess of Cambridge, experienced two straightforward deliveries at a private delivery suite at St Mary’s Hospital. Scores of media outlets at the hospital’s wing , as well as world media coverage, can be expected during her next birth.
North Korea has some news. It says that it tests a small hydrogen bomb . The bomb is its fourth test of a nuclear bomb. North Korea continues its nuclear programme. It wants to protect itself against the USA. North Korea says that it is a responsible nuclear state. Leaders of other countries are not happy about the bomb. The Japanese Prime Minister is one leader who talks about the bomb.	North Korea says that it successfully tested a miniaturised hydrogen bomb . If true, this would be the fourth nuclear test by the isolated country. North Korea says that it will continue its nuclear programme to protect itself against the USA. It also said that it will be a responsible nuclear state – it will not give a nuclear bomb to other parties . Leaders across the world responded to this news. The Japanese Prime Minister said that Japan could not tolerate North Korea’s nuclear testing.	North Korea says it has successfully conducted a test of a miniaturised hydrogen bomb. The announcement on North Korean state TV followed the detection of a 5.1 magnitude earthquake near its known nuclear site. The channel released these photographs of leader Kim Jong Un signing the order approving the trial. If true, this would be the fourth nuclear test by the isolated country, which is under US and UN sanctions for its nuclear and missiles programmes. The US Geological Survey said the recording was bigger than the three previous bombs the country tested in 2013, 2009 and 2006. North Korea said it would continue to strengthen its nuclear programme in order to protect itself against the hostile  policies of the US. It also said it would act as a responsible nuclear state, vowing not to use its nuclear weapons unless its sovereignty was infringed or transfer its nuclear capabilities to other parties . While it could not confirm the claims, the White House stated that the US would continue to “protect and defend” its allies in the region and “respond appropriately to any and all of North Korean provocations .” Leaders across the world have also responded to the news. The Japanese Prime Minister said the nation could not tolerate North Korea’s nuclear testing, branding it a threat to Japan’s security. The British Foreign Secretary Philip Hammond tweeted a response, saying the test would be a “ grave  breach of UN Security Council resolutions “.
Many buildings all over the world are without lights. It is only for one hour. People celebrate Earth Hour. Earth Hour is for our Earth. It shows that there is climate change. It is the 10th anniversary of Earth Hour. The celebration is big. 170 countries celebrate it.	People switched off the lights on many buildings all over the world. They celebrated Earth Hour. It was part of a campaign to bring attention to climate change. It was the 10 th  anniversary of Earth Hour, so people celebrated it with a big show. 170 countries and territories took part in the campaign.	Lights on many landmarks all over the world were switched off to celebrate Earth Hour. It was part of a campaign, and the aim was to bring attention to climate change. The 10 th anniversary of Earth Hour was celebrated with spectacular  displays . 170 countries and territories took part by switching off most of the lights on their landmarks.
The European Parliament passes a new law. It is about copyright reforms . It makes big changes for technology companies. The law says that Internet sites need to pay to show another organisation’s work. This means that a news site has to pay to show news from another news organisation. The law also says that Internet companies need to watch their users . If their users break the law , the companies get in trouble. Critics do not like this. They say that this can stop creativity on the Internet. They say that people cannot say what they think after this.	The European Parliament passed a law for copyright reforms . There are some big changes for technology companies. One part of the law says that Internet sites need to pay other organisations to show their work or writings. This means that a news site needs to pay another news organisation to show its stories on its site. Another part of the law makes companies responsible for their users’ actions. If their users make copyright infringements , the companies get in trouble. Critics say that doing this is difficult for technology companies, and they worry that this will stop online creativity and free speech.	The European Parliament gave the green light to copyright reforms with big changes for technology companies. The ‘copyright bill’ is one law that the parliament passed. One part of the law says that Internet sites will have to pay publishers to show their work. This means that a site like Google News would pay news organisations for their stories on its site. Another part of the law makes companies like Facebook or Google responsible if their users make any copyright infringements . Critics say that it will be very difficult and expensive for even powerful technology companies to manage these changes. They worry that this law will stop online creativity or not allow people to say what they think.
This happens in Japan. A volcano erupts there. People find twelve dead people. There are probably 36 people dead altogether. Sixty-nine people are injured. One man is hiking when the volcano erupts. He can see a big cloud of smoke. He films this. It happens at 11:45. He and others run away. They find a safe place and they are fine.	The Japanese volcano Mount Ontake erupted last Saturday. People found twelve dead bodies, and 36 more people are probably dead. At least 69 people were injured, 30 of them seriously. A group of people were hiking on the mountain when it erupted. They noticed a huge cloud of ash above them at 11:45 local time. They ran away from it, and they found a little house. They hid there and later made it down safely.	This footage filmed by a Japanese hiker shows the eruption of Mount Ontake on Saturday. The hiker can be seen moving down the volcano in an attempt to outrun the huge  plume of volcanic ash. Terutoshi Kuroda said he was on the Outaki trail close to the summit at 2,800 metres above sea level, when, at about at 11:45 local time, he and his fellow hikers noticed a massive billowing ash cloud above them. His footage has captured people trying and failing to outrun a massive dark cloud before they were forced to cover their mouths and take shelter , as ash and rocks rained upon them. Kuroda says he and his companions made it safely to a lodge and off the mountain. Twelve bodies have been recovered from the peak but at least 36 are feared to have died. At least 69 people have been injured, 30 of them seriously.
